07-10 08:57:34.971     0     0 I I00000/HiLog: ========Zeroth log of type: init
07-10 15:49:59.306  1340  1809 I C0420d/WMSUiext: UpdateModalExtensionRect: pid: 18622, persistentId: 1144147970, parentId: 42, rect: [0 0 1280 2832], globalRect: [0 0 1280 2832], parentGlobalRect: [0 0 1280 2832]
07-10 15:49:59.307   249   490 I C02800/ClientDeathHandler: [][AddClientPid:113] Insert Death recipient pid:18622 has existed
07-10 15:49:59.307   249   249 I C02801/MMIService: [][TransferBinderClientSrv:4632] TransferBinderClientSrv result:0
07-10 15:49:59.307   249   249 I C02801/MMIService: [][AllocSocketFd:607] Enter, programName:com.ohos.notificationdialog:EnableNotificationDialog:3, moduleType:0, pid:18622
07-10 15:49:59.307   249   490 E C02800/Util: [][ReadJsonFile:396] CHKPS(realpath(filePath.c_str(), realPath)) is null
07-10 15:49:59.307   249   490 E C02801/BundleNameParser: [][Init:48] Read bundleName failed
07-10 15:49:59.307   249   490 E C02801/BundleNameParser: [][GetBundleName:68] Init failed
07-10 15:49:59.307   249   490 I C02801/MMIService: [][AddEpoll:291] The userdata:[fd:44, type:1]
07-10 15:49:59.307   249   490 I C02801/UDSServer: [][AddEpollEvent:326] Add 44 in epollEvent map
07-10 15:49:59.307   249   490 I C02801/UDSServer: [][AddSession:420] The pid:18622, fd:44
07-10 15:49:59.307   249   490 I C02801/UDSServer: [][AddSession:439] AddSession end
07-10 15:49:59.307   249   490 I C02801/MMIService: [][OnConnected:692] Get fd:44
07-10 15:49:59.307   249   249 I C02801/MMIService: [][AllocSocketFd:629] Leave, programName:com.ohos.notificationdialog:EnableNotificationDialog:3, moduleType:0, alloc success
07-10 15:49:59.308 18622 18622 I C02800/MMIClient: [][OnConnected:267] Connection to server succeeded, fd:38
07-10 15:49:59.308 18622 18622 I C02800/MMIClient: [][AddFdListener:166] Server was listening
07-10 15:49:59.308 18622 18622 I C02800/MMIClient: [][StartEventRunner:127] reuse current event handler, thread name:
07-10 15:49:59.308 18622 18622 I C02800/MMIClient: [][StartEventRunner:130] File fd is in listening
07-10 15:49:59.308 18622 18622 I C02800/InputManagerImpl: [][SetWindowInputEventConsumer] leave
07-10 15:49:59.308 18622 18622 I C0420c/WMSEvent: AddInputWindow: SetWindowInputEventConsumer success, wid:1144147970
07-10 15:49:59.308 18622 18622 I C0420c/WMSEvent: LoadGameController: in
07-10 15:49:59.309 18622 18622 I C04732/GameController: [(RegisterEntryModule:24)]begin load gamecontroller_event
07-10 15:49:59.309 18622 18622 I C04732/GameController: [(StartInputToTouch:57)]Begin StartInputToTouch
07-10 15:49:59.309 18622 18622 I C0420c/WMSEvent: LoadGameController: dlopen GameController success
07-10 15:49:59.309 18622 18622 I C0420a/WMSLife: Create: Created name:com.ohos.notificationdialogEnableNotificationDialog 1144147970 success.
07-10 15:49:59.309 18622 18622 I C04217/WMSAttribute: UpdateExtensionConfig: CrossAxisState: 0, waterfall: 0, rootHostWindowType: 1, isHostWindowDelayRaiseEnabled: 0, winId: 1144147970
07-10 15:49:59.309 18622 18622 I A03d00/JSAPP: NotificationDialog_Service  stage model
07-10 15:49:59.309 18622 18622 I A03d00/JSAPP: NotificationDialog_Service  UIExtAbility onSessionCreate bundleName com.minliny.readeruid 20020066
07-10 15:49:59.309 18622 18766 I C04732/GameController: [(GetSelfBundleName:49)]The current bundleName [com.ohos.notificationdialog]. version [1.3.3]
07-10 15:49:59.309 18622 18766 I C04732/GameController: [(IsCommonApp:91)]The [com.ohos.notificationdialog] is not a common app.
07-10 15:49:59.310 18622 18622 W C03f01/NAPI: [NMM:1199] Name mismatch: application.extensionWindow != application.extensionwindow
07-10 15:49:59.312 18622 18622 E C01707/CONCUR: [Interface] task 18742 apply qos failed, errno = 4
07-10 15:49:59.314 18622 18622 E C01707/CONCUR: [Interface] task 18741 apply qos failed, errno = 4
07-10 15:49:59.315   284 18606 E C01704/TagSched: [a92abea4270fd2d] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.315   284 18606 E C01704/TagSched: [a92abea4270fd2d] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.315   284 18606 E C01704/TagSched: [a92abea4270fd2d] [SetUclamp]qosSetHandle open fail
07-10 15:49:59.315 18622 18622 E C01707/CONCUR: [Interface] task 18740 apply qos failed, errno = 4
07-10 15:49:59.317  1340  1818 I C0420c/WMSEvent: LogWinInfo: eid:89,size:10,idList:6|0|1|100|1340|1340|1;7|0|1|101|1340|1340|1;10|0|0|1|1340|1340|1;12|0|0|2|1340|1340|1;19|0|1|3|1340|1340|1;21|0|0|2200|1340|1340|1;23|0|0|2202|1340|1340|1;28|0|0|4102|1340|1340|2;1144147970|0|0|102.1|18622|18622|1|0,0,1280,2832;42|0|0|102|17189|17189|1;1144147970|0,0|1,1|-84,-84,1448,3000
07-10 15:49:59.317 18622 18622 E C01707/CONCUR: [Interface] task 18742 apply qos failed, errno = 4
07-10 15:49:59.317   249   490 I C02803/InputWindowsManager: [][PrintWindowNavbar:1948] 21|0|2734|1280|98|1,0|0|1280|98
07-10 15:49:59.318 18622 18622 E C01707/CONCUR: [Interface] task 18741 apply qos failed, errno = 4
07-10 15:49:59.319 18622 18622 E C01707/CONCUR: [Interface] task 18740 apply qos failed, errno = 4
07-10 15:49:59.319 18622 18622 I C01345/UIExt: [ui_extension89]Before window show UIExtcomponent id: 370511335426
07-10 15:49:59.319  1340  1809 I C0420d/WMSUiext: UpdateExtWindowFlags: parentId=42, persistentId=1144147970, extWindowFlags=1, actions=1
07-10 15:49:59.320 18622 18622 I C0420a/WMSLife: Show: name:com.ohos.notificationdialogEnableNotificationDialog, id:1144147970, type:3000, reason:0, state:1
07-10 15:49:59.320  1340  1809 I C04217/WMSAttribute: NotifyPrivacyModeChange: win:[42, reader0], curExtPrivacyMode:0, session property privacyMode:0, last privacyMode:0
07-10 15:49:59.320 17189 18663 I C0420d/WMSUiext: NotifyExtensionSecureLimitChange: windowId: 42, isLimite: 1
07-10 15:49:59.320 17189 18711 I C0420a/WMSLife: Foreground: [id: 1144147970] state:1, isTerminating:0
07-10 15:49:59.320 17189 18711 I C0420a/WMSLife: SetActive: new active:1, id:1144147970, state:2
07-10 15:49:59.320 17189 18730 I C0420a/WMSLife: sessionStateChangeFunc is null
07-10 15:49:59.320 17189 18730 I C0420a/WMSLife: sessionStateChangeNotifyManagerFunc is null
07-10 15:49:59.320 17189 18730 I C0420a/WMSLife: sessionStateChangeFunc is null
07-10 15:49:59.320 17189 18730 I C0420a/WMSLife: sessionStateChangeNotifyManagerFunc is null
07-10 15:49:59.320 18622 18622 W C0420a/WMSLife: GetAttachStateSyncResult: lifecycleCallback is null
07-10 15:49:59.320 18622 18622 I A03d00/JSAPP: NotificationDialog_Service  UIExtAbility onForeground
07-10 15:49:59.320   736  1042 I C01336/AMS: [ABMS7280]Lifecycle: ability:/com.ohos.notificationdialog/entry/EnableNotificationDialog3
07-10 15:49:59.320   736  1042 I C01340/Ext: [ABCM1123]com.ohos.notificationdialog/EnableNotificationDialog, FOREGROUND
07-10 15:49:59.320 18622 18622 I C0420d/WMSUiext: NotifyExtensionSecureLimitChange: windowId: 1144147970, isLimite: 1
07-10 15:49:59.320 18622 18622 E C0420a/WMSLife: NotifyUIExtHostWindowRectChangeListeners: uiContent is null
07-10 15:49:59.320   699   699 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
07-10 15:49:59.320   699   699 E C01406/RSScreen: GetScreenColorGamut failed
07-10 15:49:59.320 18622 18622 W C04200/WindowSessionImpl: UpdateViewportConfig: uiContent is null!
07-10 15:49:59.320 17189 17189 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] UIExtensionSurface: isDisappearing = 0, paintRect = RectT (0.00, 0.00) - [1280.00 x 2832.00].
07-10 15:49:59.321 17189 17189 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] [@1258][ID: 1] NotifyDisplayArea displayArea=RectT (0.00, 0.00) - [1280.00 x 2832.00], curWindow=Rect (0.00, 0.00) - [1280.00 x 2832.00], reason=0, duration=0, persistentId=1144147970, componentId=152.
07-10 15:49:59.321 17189 17189 E C04201/DMS: GetScreenSession: Error found screen session with id: 18446744073709551615
07-10 15:49:59.321 17189 17189 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] [@860][ID: 1] Notify uiextension, persistentid = 1144147970 to clear the focus state, componentId=152.
07-10 15:49:59.321 17189 17189 I C01406/RSNode: RSNode::AddChild, Id: 73826192851050, SurfaceNode:[Id: 79980880986114, name: com.ohos.notificationdialogEnableNotificationDialog]
07-10 15:49:59.321   284   291 E C01700/RSS: [a92abda4274e6d2] resType:72 not sa report
07-10 15:49:59.321   284   291 E C01700/RSS: [a92abda4274e6d2] ReportData: check report data parcel fail ret=39911426, type=72.
07-10 15:49:59.321  1340  1340 I A01a00/SYS_UI: AppLifeCycleManager: StateChanged, state is not page com.ohos.notificationdialog_entry_EnableNotificationDialog_18622
07-10 15:49:59.321 18622 18622 I C0420d/WMSUiext: UpdateSystemViewportConfig: System density is changed
07-10 15:49:59.321 18622 18622 I C0420d/WMSUiext: UpdateSessionViewportConfig: Id:1144147970, isDensityFollowHost_:0, displayId:0, density:3.500000, lastDensity:0.000000, orientation:0, lastOrientation:0, isDensityCustomized:0
07-10 15:49:59.321   284 18607 I C01702/CgroupAdjuster: [a92abea4274e87d] AdjustProcessGroup for 18622, source : 2
07-10 15:49:59.321   284 18607 E C01702/CgroupAdjuster: [a92abea4274e87d] ApplyProcessGroup set 18622 to group 4 failed, ret=-1!
07-10 15:49:59.321   268   268 E C01700/RSS: [a92abfa4274e894] DeliverResource, PluginMgr resType 1002 no lib register!
07-10 15:49:59.321   604   607 W C02515/DISP: [SetDisplayConstraint:556] <private> is not supported
07-10 15:49:59.321   284 18607 E C01702/CgroupAdjuster: [a92abea4274e87d] ApplyProcessGroup set 18622 to group 4 failed, ret=-1!
07-10 15:49:59.321   284 18602 E C01704/TagSched: [a92abfa4274e894] [ExecutorCheckTidIsInPid][Executor] ExecutorCheckTidIsInPid get reply is invalied
07-10 15:49:59.321   284 18606 I C01704/TagSched: [a92abfa4274e894] [SetQosRealtimeTask]ThreadModifyQos,setQos 699 tid[1825],  qos[7]
07-10 15:49:59.321   604   607 W C02515/DISP: [SetLayerMaskInfo:474] <private> is not supported
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.321 18622 18622 I C01345/UIExt: [js_ui_extension1094]displayId: 0
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.321   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322 18622 18622 W C0420d/WMSUiext: UpdateSessionViewportConfigInner: uiContent is null!
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [OpenQosCtrl]Failed to open qos_ctrl device
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [IsQosHandleOpen]get qosSetHandle_ fail
07-10 15:49:59.322   284 18606 E C01704/TagSched: [a92abfa4274e894] [SetQosInternal]qosSetHandle open fail
07-10 15:49:59.322  1340  1809 I C0420d/WMSUiext: UpdateModalExtensionRect: pid=18622, persistentId=1144147970, parentId=42, rect:[0 0 1280 2832]
07-10 15:49:59.322  1340  1809 I C0420d/WMSUiext: UpdateModalExtensionRect: pid: 18622, persistentId: 1144147970, parentId: 42, rect: [0 0 1280 2832], globalRect: [0 0 1280 2832], parentGlobalRect: [0 0 1280 2832]
07-10 15:49:59.322   604  4540 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
07-10 15:49:59.322 17189 17189 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] [@1825][ID: 1] HandleVisibleAreaChange visible: 1, curVisible: 0, ratio: 1.000000, displayArea: RectT (0.00, 0.00) - [1280.00 x 2832.00].
07-10 15:49:59.322 17189 17189 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] [@1656][ID: 1] The component is changing from 'visible' to 'visible'.
07-10 15:49:59.323 18622 18622 I C0420d/WMSUiext: CreateSubWindowWithOptions: [NAPI]
07-10 15:49:59.323 18622 18622 E C04203/WMSSub: ParseSubWindowOptions: Failed to convert parameter to maximizeSupported
07-10 15:49:59.323 18622 18622 E C04203/WMSSub: ParseSubWindowOptions: Failed to convert parameter to outlineEnabled
07-10 15:49:59.323 18622 18622 I C04203/WMSSub: ParseModalityParam: isModal: 1, isTopmost: 1, WindowFlag: 32
07-10 15:49:59.323 18622 18622 I C04203/WMSSub: ParseZLevelParam: zLevel: 0
07-10 15:49:59.323   129  1369 I C01800/SAMGR: SubscribeSA:3299,18622_130_2
07-10 15:49:59.323   129  1369 I C01800/SAMGR: NotifyAddSA:3299,18622_2
07-10 15:49:59.323 18622 18622 I C04204/WMSScb: InitRSUIDirector: Create RSUIDirector: RSUIDirector's RSUIContext [token: 79980880986114, tid: 18622], rsUIContext: RSUIContext is null
07-10 15:49:59.323   699  1825 I C01406/RSRenderServiceConnection: CreateNodeAndSurface node id:79980880986115 name:subWindowForHostFri Jul 10 2026 15:49:59 GMT+0800 surface id:3002182139954 name:subWindowForHostFri Jul 10 2026 15:49:59 GMT+0800
07-10 15:49:59.326   736 18618 I C01202/Subscriber: Subscribe 18622_20020055_-1_669_100
07-10 15:49:59.336   604  4540 W C02515/DISP: [SetDisplayConstraint:556] <private> is not supported
07-10 15:49:59.336   604  4540 W C02515/DISP: [SetLayerMaskInfo:474] <private> is not supported
07-10 15:49:59.336   699   699 I C01406/RSRenderServiceConnection: CreateNodeAndSurface RegisterRenderNode id:79980880986115, name:subWindowForHostFri Jul 10 2026 15:49:59 GMT+0800
07-10 15:49:59.336   699   699 I C01406/OHOS::RS: RSSurfaceRenderNode:SetIsOnTheTree, node:[name: com.ohos.notificationdialogEnableNotificationDialog, id: 79980880986114], on tree: 1, nodeType: 9, uniqueId: 3002182139953, screenNodeId: 3002182139904
07-10 15:49:59.336   699   699 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
07-10 15:49:59.336   699   699 E C01406/RSScreen: GetScreenColorGamut failed
07-10 15:49:59.336 18622 18622 I C01406/OHOS::RS: RSFrameRateLinker::Create id: 79980880986113
07-10 15:49:59.336 18622 18622 I C04202/WMSMain: VsyncStation: id 79980880986115 created
07-10 15:49:59.337 18622 18622 I C04200/WindowSceneSessionImpl: WindowSceneSessionImpl: [WMSCom] Constructor subWindowForHostFri Jul 10 2026 15:49:59 GMT+0800
07-10 15:49:59.337 18622 18622 W C0420a/WMSLife: IsWindowSessionInvalid: already destroyed or not created! id: 0 state_: 0
07-10 15:49:59.337 18622 18622 E C04200/WMS: SetWindowType: Session is invalid
07-10 15:49:59.337 18622 18622 I C0420a/WMSLife: Create: Window Create name:subWindowForHostFri Jul 10 2026 15:49:59 GMT+0800, state:0, mode:102
